year-month,ing_id,ing_name,avg_stock,stock_volatility,volatility_index,risk_tier
2023-12,ing001,"Flatbread Dough (8-pack)",8.23,9.66,1.17,"Red Alert (Wildly Volatile)"
2023-12,ing002,"Roasted Red Peppers",17.35,2.77,0.16,"Green Healthy (Rock-Solid Stability)"
2023-12,ing003,"Goat Cheese",10.23,1.72,0.17,"Green Healthy (Rock-Solid Stability)"
2023-12,ing004,"Black Olives",20.81,3.51,0.17,"Green Healthy (Rock-Solid Stability)"
2023-12,ing005,"Sun-Dried Tomatoes",13.90,2.19,0.16,"Green Healthy (Rock-Solid Stability)"
2023-12,ing006,"Spicy Chicken",8.42,1.7,0.2,"Yellow Warning (Moderately Shifting)"
2023-12,ing007,Jalapenos,15.81,2.96,0.19,"Green Healthy (Rock-Solid Stability)"
2023-12,ing008,"Smoked Gouda",8.94,1.83,0.2,"Yellow Warning (Moderately Shifting)"
2023-12,ing009,"Chipotle Sauce",15.29,2.84,0.19,"Green Healthy (Rock-Solid Stability)"
2023-12,ing010,"Wild Mushrooms",10.06,2.66,0.26,"Yellow Warning (Moderately Shifting)"
2023-12,ing011,"Truffle Oil",4.74,1.39,0.29,"Yellow Warning (Moderately Shifting)"
2023-12,ing012,Mozzarella,17.00,2.7,0.16,"Green Healthy (Rock-Solid Stability)"
2023-12,ing013,"Fresh Spinach",14.06,2.06,0.15,"Green Healthy (Rock-Solid Stability)"
2023-12,ing014,"Italian Sausage",8.48,1.76,0.21,"Yellow Warning (Moderately Shifting)"
2023-12,ing015,"Roasted Garlic",14.06,2.55,0.18,"Green Healthy (Rock-Solid Stability)"
2023-12,ing016,"Red Onion",16.77,2.88,0.17,"Green Healthy (Rock-Solid Stability)"
2023-12,ing017,"Fresh Basil",8.90,1.3,0.15,"Green Healthy (Rock-Solid Stability)"
2023-12,ing018,"Smoked Salmon",-2.19,3.05,-1.39,"Red Alert (Wildly Volatile)"
2023-12,ing019,"Dill Cream Cheese",9.00,2.02,0.22,"Yellow Warning (Moderately Shifting)"
2023-12,ing020,Capers,9.48,0.76,0.08,"Green Healthy (Rock-Solid Stability)"
2023-12,ing021,Arugula,14.23,2.59,0.18,"Green Healthy (Rock-Solid Stability)"
2023-12,ing022,"BBQ Brisket",7.55,1.29,0.17,"Green Healthy (Rock-Solid Stability)"
2023-12,ing023,"Cheddar Cheese",10.71,1.95,0.18,"Green Healthy (Rock-Solid Stability)"
2023-12,ing024,"BBQ Sauce",15.10,1.86,0.12,"Green Healthy (Rock-Solid Stability)"
2023-12,ing025,"Tandoori Chicken",7.94,1.61,0.2,"Yellow Warning (Moderately Shifting)"
2023-12,ing026,"Mint Yogurt",10.00,1.72,0.17,"Green Healthy (Rock-Solid Stability)"
2023-12,ing027,"Green Chilli",6.45,1.13,0.18,"Green Healthy (Rock-Solid Stability)"
2023-12,ing028,"Grilled Pineapple",9.03,1.66,0.18,"Green Healthy (Rock-Solid Stability)"
2023-12,ing029,"Pulled Pork",5.39,1.58,0.29,"Yellow Warning (Moderately Shifting)"
2023-12,ing030,"Truffle Fries",18.00,3.34,0.19,"Green Healthy (Rock-Solid Stability)"
2023-12,ing031,Parmesan,7.27,0.44,0.06,"Green Healthy (Rock-Solid Stability)"
2023-12,ing032,"Cauliflower Florets",16.59,2.68,0.16,"Green Healthy (Rock-Solid Stability)"
2023-12,ing033,"Buffalo Sauce",11.33,0.61,0.05,"Green Healthy (Rock-Solid Stability)"
2023-12,ing034,Ranch,9.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-12,ing035,"Garlic Knots",24.73,3.78,0.15,"Green Healthy (Rock-Solid Stability)"
2023-12,ing036,Kale,19.19,0.39,0.02,"Green Healthy (Rock-Solid Stability)"
2023-12,ing037,Spinach,13.89,2.51,0.18,"Green Healthy (Rock-Solid Stability)"
2023-12,ing038,Avocado,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-12,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-12,ing044,"Berry Mix",20.18,1.87,0.09,"Green Healthy (Rock-Solid Stability)"
2023-12,ing045,"Oat Crumble",12.14,1.16,0.1,"Green Healthy (Rock-Solid Stability)"
2023-12,ing046,"Mango Sticky Rice Mix",15.00,2.75,0.18,"Green Healthy (Rock-Solid Stability)"
2023-12,ing048,"Cold Brew Coffee 1.5L",28.67,6.84,0.24,"Yellow Warning (Moderately Shifting)"
2023-12,ing049,"Ginger Fizz 33cl",53.04,9.84,0.19,"Green Healthy (Rock-Solid Stability)"
2023-12,ing050,"Ginger Fizz 1.5L",27.75,8.97,0.32,"Yellow Warning (Moderately Shifting)"
2023-12,ing051,"Lime Mint Sparkle 33cl",55.36,8.93,0.16,"Green Healthy (Rock-Solid Stability)"
2023-12,ing052,"Lime Mint Sparkle 1.5L",32.96,8.64,0.26,"Yellow Warning (Moderately Shifting)"
2023-12,ing054,"Berry Kombucha 1.5L",30.77,8.62,0.28,"Yellow Warning (Moderately Shifting)"
2023-12,ing040,"Caramel Filling",12.40,1.92,0.15,"Green Healthy (Rock-Solid Stability)"
2023-12,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-12,ing042,"Espresso Panna Base",10.96,1.54,0.14,"Green Healthy (Rock-Solid Stability)"
2023-12,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-12,ing053,"Berry Kombucha 33cl",48.44,13.27,0.27,"Yellow Warning (Moderately Shifting)"
2023-12,ing047,"Cold Brew Coffee",46.52,12.21,0.26,"Yellow Warning (Moderately Shifting)"
2024-01,ing001,"Flatbread Dough (8-pack)",10.61,12.46,1.17,"Red Alert (Wildly Volatile)"
2024-01,ing002,"Roasted Red Peppers",16.03,2.24,0.14,"Green Healthy (Rock-Solid Stability)"
2024-01,ing003,"Goat Cheese",10.68,2.04,0.19,"Green Healthy (Rock-Solid Stability)"
2024-01,ing004,"Black Olives",21.39,3.03,0.14,"Green Healthy (Rock-Solid Stability)"
2024-01,ing005,"Sun-Dried Tomatoes",14.87,2.3,0.15,"Green Healthy (Rock-Solid Stability)"
2024-01,ing006,"Spicy Chicken",7.94,1.56,0.2,"Yellow Warning (Moderately Shifting)"
2024-01,ing007,Jalapenos,15.06,3.18,0.21,"Yellow Warning (Moderately Shifting)"
2024-01,ing008,"Smoked Gouda",8.65,1.86,0.21,"Yellow Warning (Moderately Shifting)"
2024-01,ing009,"Chipotle Sauce",14.87,2.3,0.15,"Green Healthy (Rock-Solid Stability)"
2024-01,ing010,"Wild Mushrooms",9.65,3.81,0.39,"Yellow Warning (Moderately Shifting)"
2024-01,ing011,"Truffle Oil",4.90,1.03,0.21,"Yellow Warning (Moderately Shifting)"
2024-01,ing012,Mozzarella,17.52,3.18,0.18,"Green Healthy (Rock-Solid Stability)"
2024-01,ing013,"Fresh Spinach",12.29,2,0.16,"Green Healthy (Rock-Solid Stability)"
2024-01,ing014,"Italian Sausage",9.10,1.87,0.21,"Yellow Warning (Moderately Shifting)"
2024-01,ing015,"Roasted Garlic",15.74,2.34,0.15,"Green Healthy (Rock-Solid Stability)"
2024-01,ing016,"Red Onion",16.61,3.07,0.18,"Green Healthy (Rock-Solid Stability)"
2024-01,ing017,"Fresh Basil",8.39,1.26,0.15,"Green Healthy (Rock-Solid Stability)"
2024-01,ing018,"Smoked Salmon",-1.65,3.17,-1.93,"Red Alert (Wildly Volatile)"
2024-01,ing019,"Dill Cream Cheese",8.97,1.87,0.21,"Yellow Warning (Moderately Shifting)"
2024-01,ing020,Capers,9.45,1.52,0.16,"Green Healthy (Rock-Solid Stability)"
2024-01,ing021,Arugula,14.65,0.82,0.06,"Green Healthy (Rock-Solid Stability)"
2024-01,ing022,"BBQ Brisket",7.23,1.5,0.21,"Yellow Warning (Moderately Shifting)"
2024-01,ing023,"Cheddar Cheese",11.13,1.84,0.17,"Green Healthy (Rock-Solid Stability)"
2024-01,ing024,"BBQ Sauce",13.71,2.13,0.16,"Green Healthy (Rock-Solid Stability)"
2024-01,ing025,"Tandoori Chicken",8.38,1.63,0.19,"Green Healthy (Rock-Solid Stability)"
2024-01,ing026,"Mint Yogurt",10.59,1.75,0.17,"Green Healthy (Rock-Solid Stability)"
2024-01,ing027,"Green Chilli",6.52,1.55,0.24,"Yellow Warning (Moderately Shifting)"
2024-01,ing028,"Grilled Pineapple",8.86,1.57,0.18,"Green Healthy (Rock-Solid Stability)"
2024-01,ing029,"Pulled Pork",4.68,1.85,0.4,"Yellow Warning (Moderately Shifting)"
2024-01,ing032,"Cauliflower Florets",15.44,2.58,0.17,"Green Healthy (Rock-Solid Stability)"
2024-01,ing033,"Buffalo Sauce",10.24,0.43,0.04,"Green Healthy (Rock-Solid Stability)"
2024-01,ing034,Ranch,9.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-01,ing035,"Garlic Knots",25.04,4.08,0.16,"Green Healthy (Rock-Solid Stability)"
2024-01,ing036,Kale,18.13,0.61,0.03,"Green Healthy (Rock-Solid Stability)"
2024-01,ing037,Spinach,13.39,2.3,0.17,"Green Healthy (Rock-Solid Stability)"
2024-01,ing038,Avocado,13.32,2.44,0.18,"Green Healthy (Rock-Solid Stability)"
2024-01,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-01,ing040,"Caramel Filling",12.52,2.06,0.16,"Green Healthy (Rock-Solid Stability)"
2024-01,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-01,ing042,"Espresso Panna Base",9.90,1.33,0.13,"Green Healthy (Rock-Solid Stability)"
2024-01,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-01,ing044,"Berry Mix",16.16,1.01,0.06,"Green Healthy (Rock-Solid Stability)"
2024-01,ing045,"Oat Crumble",16.16,1.01,0.06,"Green Healthy (Rock-Solid Stability)"
2024-01,ing046,"Mango Sticky Rice Mix",13.96,1.97,0.14,"Green Healthy (Rock-Solid Stability)"
2024-01,ing047,"Cold Brew Coffee",47.48,10.09,0.21,"Yellow Warning (Moderately Shifting)"
2024-01,ing048,"Cold Brew Coffee 1.5L",27.45,7.35,0.27,"Yellow Warning (Moderately Shifting)"
2024-01,ing049,"Ginger Fizz 33cl",55.07,11.99,0.22,"Yellow Warning (Moderately Shifting)"
2024-01,ing051,"Lime Mint Sparkle 33cl",54.96,11.11,0.2,"Yellow Warning (Moderately Shifting)"
2024-01,ing053,"Berry Kombucha 33cl",53.17,9.94,0.19,"Green Healthy (Rock-Solid Stability)"
2024-01,ing054,"Berry Kombucha 1.5L",29.61,8.23,0.28,"Yellow Warning (Moderately Shifting)"
2024-01,ing030,"Truffle Fries",17.69,2.58,0.15,"Green Healthy (Rock-Solid Stability)"
2024-01,ing031,Parmesan,7.42,1.12,0.15,"Green Healthy (Rock-Solid Stability)"
2024-01,ing050,"Ginger Fizz 1.5L",35.81,8.73,0.24,"Yellow Warning (Moderately Shifting)"
2024-01,ing052,"Lime Mint Sparkle 1.5L",31.90,10.22,0.32,"Yellow Warning (Moderately Shifting)"
2024-02,ing001,"Flatbread Dough (8-pack)",8.10,8.79,1.09,"Red Alert (Wildly Volatile)"
2024-02,ing002,"Roasted Red Peppers",16.08,2.4,0.15,"Green Healthy (Rock-Solid Stability)"
2024-02,ing003,"Goat Cheese",10.88,1.85,0.17,"Green Healthy (Rock-Solid Stability)"
2024-02,ing004,"Black Olives",20.12,3.08,0.15,"Green Healthy (Rock-Solid Stability)"
2024-02,ing005,"Sun-Dried Tomatoes",15.69,1.64,0.1,"Green Healthy (Rock-Solid Stability)"
2024-02,ing006,"Spicy Chicken",7.96,1.5,0.19,"Green Healthy (Rock-Solid Stability)"
2024-02,ing007,Jalapenos,16.72,2.93,0.18,"Green Healthy (Rock-Solid Stability)"
2024-02,ing008,"Smoked Gouda",8.96,1.94,0.22,"Yellow Warning (Moderately Shifting)"
2024-02,ing009,"Chipotle Sauce",15.93,2.05,0.13,"Green Healthy (Rock-Solid Stability)"
2024-02,ing010,"Wild Mushrooms",10.52,2.22,0.21,"Yellow Warning (Moderately Shifting)"
2024-02,ing011,"Truffle Oil",4.76,1.43,0.3,"Yellow Warning (Moderately Shifting)"
2024-02,ing012,Mozzarella,16.62,2.54,0.15,"Green Healthy (Rock-Solid Stability)"
2024-02,ing013,"Fresh Spinach",12.97,2.13,0.16,"Green Healthy (Rock-Solid Stability)"
2024-02,ing014,"Italian Sausage",8.81,2.04,0.23,"Yellow Warning (Moderately Shifting)"
2024-02,ing015,"Roasted Garlic",13.44,2.39,0.18,"Green Healthy (Rock-Solid Stability)"
2024-02,ing016,"Red Onion",17.62,3.79,0.22,"Yellow Warning (Moderately Shifting)"
2024-02,ing017,"Fresh Basil",7.78,0.99,0.13,"Green Healthy (Rock-Solid Stability)"
2024-02,ing018,"Smoked Salmon",-1.66,4.44,-2.68,"Red Alert (Wildly Volatile)"
2024-02,ing019,"Dill Cream Cheese",9.66,1.93,0.2,"Yellow Warning (Moderately Shifting)"
2024-02,ing020,Capers,9.86,0.63,0.06,"Green Healthy (Rock-Solid Stability)"
2024-02,ing021,Arugula,12.86,0.63,0.05,"Green Healthy (Rock-Solid Stability)"
2024-02,ing022,"BBQ Brisket",7.31,1.51,0.21,"Yellow Warning (Moderately Shifting)"
2024-02,ing023,"Cheddar Cheese",11.14,1.72,0.15,"Green Healthy (Rock-Solid Stability)"
2024-02,ing024,"BBQ Sauce",12.79,1.63,0.13,"Green Healthy (Rock-Solid Stability)"
2024-02,ing025,"Tandoori Chicken",8.14,1.83,0.22,"Yellow Warning (Moderately Shifting)"
2024-02,ing026,"Mint Yogurt",10.07,1.89,0.19,"Green Healthy (Rock-Solid Stability)"
2024-02,ing027,"Green Chilli",5.96,1.48,0.25,"Yellow Warning (Moderately Shifting)"
2024-02,ing028,"Grilled Pineapple",9.07,1.6,0.18,"Green Healthy (Rock-Solid Stability)"
2024-02,ing029,"Pulled Pork",4.79,1.35,0.28,"Yellow Warning (Moderately Shifting)"
2024-02,ing032,"Cauliflower Florets",16.27,2.62,0.16,"Green Healthy (Rock-Solid Stability)"
2024-02,ing033,"Buffalo Sauce",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-02,ing034,Ranch,9.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-02,ing035,"Garlic Knots",26.54,3.83,0.14,"Green Healthy (Rock-Solid Stability)"
2024-02,ing036,Kale,16.26,0.94,0.06,"Green Healthy (Rock-Solid Stability)"
2024-02,ing037,Spinach,13.48,2,0.15,"Green Healthy (Rock-Solid Stability)"
2024-02,ing038,Avocado,15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-02,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-02,ing040,"Caramel Filling",12.08,1.87,0.16,"Green Healthy (Rock-Solid Stability)"
2024-02,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-02,ing042,"Espresso Panna Base",9.79,1.76,0.18,"Green Healthy (Rock-Solid Stability)"
2024-02,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-02,ing044,"Berry Mix",15.88,2.87,0.18,"Green Healthy (Rock-Solid Stability)"
2024-02,ing045,"Oat Crumble",14.19,2.15,0.15,"Green Healthy (Rock-Solid Stability)"
2024-02,ing046,"Mango Sticky Rice Mix",13.96,2.39,0.17,"Green Healthy (Rock-Solid Stability)"
2024-02,ing047,"Cold Brew Coffee",45.27,10.98,0.24,"Yellow Warning (Moderately Shifting)"
2024-02,ing048,"Cold Brew Coffee 1.5L",27.39,8.17,0.3,"Yellow Warning (Moderately Shifting)"
2024-02,ing049,"Ginger Fizz 33cl",52.11,10.24,0.2,"Yellow Warning (Moderately Shifting)"
2024-02,ing052,"Lime Mint Sparkle 1.5L",30.52,7.7,0.25,"Yellow Warning (Moderately Shifting)"
2024-02,ing053,"Berry Kombucha 33cl",52.50,12.24,0.23,"Yellow Warning (Moderately Shifting)"
2024-02,ing030,"Truffle Fries",19.00,4.5,0.24,"Yellow Warning (Moderately Shifting)"
2024-02,ing031,Parmesan,7.68,0.92,0.12,"Green Healthy (Rock-Solid Stability)"
2024-02,ing050,"Ginger Fizz 1.5L",31.63,9.2,0.29,"Yellow Warning (Moderately Shifting)"
2024-02,ing051,"Lime Mint Sparkle 33cl",57.22,9.53,0.17,"Green Healthy (Rock-Solid Stability)"
2024-02,ing054,"Berry Kombucha 1.5L",29.91,8.12,0.27,"Yellow Warning (Moderately Shifting)"
2024-03,ing001,"Flatbread Dough (8-pack)",3.26,13.12,4.03,"Red Alert (Wildly Volatile)"
2024-03,ing002,"Roasted Red Peppers",16.97,1.92,0.11,"Green Healthy (Rock-Solid Stability)"
2024-03,ing003,"Goat Cheese",10.53,2.11,0.2,"Yellow Warning (Moderately Shifting)"
2024-03,ing004,"Black Olives",20.77,3.56,0.17,"Green Healthy (Rock-Solid Stability)"
2024-03,ing005,"Sun-Dried Tomatoes",13.87,2.23,0.16,"Green Healthy (Rock-Solid Stability)"
2024-03,ing006,"Spicy Chicken",8.38,1.75,0.21,"Yellow Warning (Moderately Shifting)"
2024-03,ing007,Jalapenos,16.16,3.17,0.2,"Yellow Warning (Moderately Shifting)"
2024-03,ing008,"Smoked Gouda",9.07,2.07,0.23,"Yellow Warning (Moderately Shifting)"
2024-03,ing009,"Chipotle Sauce",14.90,2.29,0.15,"Green Healthy (Rock-Solid Stability)"
2024-03,ing010,"Wild Mushrooms",9.72,2.45,0.25,"Yellow Warning (Moderately Shifting)"
2024-03,ing011,"Truffle Oil",4.42,1.21,0.27,"Yellow Warning (Moderately Shifting)"
2024-03,ing012,Mozzarella,16.81,3.04,0.18,"Green Healthy (Rock-Solid Stability)"
2024-03,ing013,"Fresh Spinach",12.31,1.72,0.14,"Green Healthy (Rock-Solid Stability)"
2024-03,ing014,"Italian Sausage",8.83,1.83,0.21,"Yellow Warning (Moderately Shifting)"
2024-03,ing015,"Roasted Garlic",14.47,2.57,0.18,"Green Healthy (Rock-Solid Stability)"
2024-03,ing016,"Red Onion",16.26,3.18,0.2,"Yellow Warning (Moderately Shifting)"
2024-03,ing017,"Fresh Basil",8.20,1.49,0.18,"Green Healthy (Rock-Solid Stability)"
2024-03,ing018,"Smoked Salmon",-3.13,3.59,-1.15,"Red Alert (Wildly Volatile)"
2024-03,ing019,"Dill Cream Cheese",8.63,2.01,0.23,"Yellow Warning (Moderately Shifting)"
2024-03,ing020,Capers,8.33,0.91,0.11,"Green Healthy (Rock-Solid Stability)"
2024-03,ing021,Arugula,13.77,2.65,0.19,"Green Healthy (Rock-Solid Stability)"
2024-03,ing022,"BBQ Brisket",6.87,1.67,0.24,"Yellow Warning (Moderately Shifting)"
2024-03,ing023,"Cheddar Cheese",10.67,2.05,0.19,"Green Healthy (Rock-Solid Stability)"
2024-03,ing024,"BBQ Sauce",13.37,2.11,0.16,"Green Healthy (Rock-Solid Stability)"
2024-03,ing025,"Tandoori Chicken",8.29,1.71,0.21,"Yellow Warning (Moderately Shifting)"
2024-03,ing026,"Mint Yogurt",10.52,2.34,0.22,"Yellow Warning (Moderately Shifting)"
2024-03,ing027,"Green Chilli",5.87,1.29,0.22,"Yellow Warning (Moderately Shifting)"
2024-03,ing028,"Grilled Pineapple",9.60,1.72,0.18,"Green Healthy (Rock-Solid Stability)"
2024-03,ing029,"Pulled Pork",5.83,1.95,0.33,"Yellow Warning (Moderately Shifting)"
2024-03,ing030,"Truffle Fries",17.92,3.54,0.2,"Yellow Warning (Moderately Shifting)"
2024-03,ing031,Parmesan,7.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-03,ing032,"Cauliflower Florets",16.12,3.29,0.2,"Yellow Warning (Moderately Shifting)"
2024-03,ing033,"Buffalo Sauce",12.44,1.96,0.16,"Green Healthy (Rock-Solid Stability)"
2024-03,ing034,Ranch,9.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-03,ing035,"Garlic Knots",25.00,3.39,0.14,"Green Healthy (Rock-Solid Stability)"
2024-03,ing036,Kale,14.42,1.98,0.14,"Green Healthy (Rock-Solid Stability)"
2024-03,ing037,Spinach,13.79,2.6,0.19,"Green Healthy (Rock-Solid Stability)"
2024-03,ing038,Avocado,14.83,0.37,0.03,"Green Healthy (Rock-Solid Stability)"
2024-03,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-03,ing040,"Caramel Filling",12.76,2.05,0.16,"Green Healthy (Rock-Solid Stability)"
2024-03,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-03,ing042,"Espresso Panna Base",10.23,1.41,0.14,"Green Healthy (Rock-Solid Stability)"
2024-03,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-03,ing044,"Berry Mix",16.81,2.82,0.17,"Green Healthy (Rock-Solid Stability)"
2024-03,ing045,"Oat Crumble",14.85,1.98,0.13,"Green Healthy (Rock-Solid Stability)"
2024-03,ing046,"Mango Sticky Rice Mix",16.22,2.5,0.15,"Green Healthy (Rock-Solid Stability)"
2024-03,ing047,"Cold Brew Coffee",43.73,10.89,0.25,"Yellow Warning (Moderately Shifting)"
2024-03,ing048,"Cold Brew Coffee 1.5L",25.83,8.49,0.33,"Yellow Warning (Moderately Shifting)"
2024-03,ing049,"Ginger Fizz 33cl",53.72,12.66,0.24,"Yellow Warning (Moderately Shifting)"
2024-03,ing050,"Ginger Fizz 1.5L",30.81,9.72,0.32,"Yellow Warning (Moderately Shifting)"
2024-03,ing051,"Lime Mint Sparkle 33cl",57.63,10.08,0.17,"Green Healthy (Rock-Solid Stability)"
2024-03,ing054,"Berry Kombucha 1.5L",32.13,8.94,0.28,"Yellow Warning (Moderately Shifting)"
2024-03,ing052,"Lime Mint Sparkle 1.5L",29.59,8.91,0.3,"Yellow Warning (Moderately Shifting)"
2024-03,ing053,"Berry Kombucha 33cl",53.12,9.71,0.18,"Green Healthy (Rock-Solid Stability)"
2024-04,ing001,"Flatbread Dough (8-pack)",12.03,11.63,0.97,"Red Alert (Wildly Volatile)"
2024-04,ing002,"Roasted Red Peppers",18.43,2.78,0.15,"Green Healthy (Rock-Solid Stability)"
2024-04,ing003,"Goat Cheese",10.70,1.85,0.17,"Green Healthy (Rock-Solid Stability)"
2024-04,ing004,"Black Olives",20.77,2.67,0.13,"Green Healthy (Rock-Solid Stability)"
2024-04,ing005,"Sun-Dried Tomatoes",14.97,2.5,0.17,"Green Healthy (Rock-Solid Stability)"
2024-04,ing006,"Spicy Chicken",9.00,1.39,0.15,"Green Healthy (Rock-Solid Stability)"
2024-04,ing007,Jalapenos,16.37,3.11,0.19,"Green Healthy (Rock-Solid Stability)"
2024-04,ing008,"Smoked Gouda",9.74,1.86,0.19,"Green Healthy (Rock-Solid Stability)"
2024-04,ing009,"Chipotle Sauce",15.52,2.23,0.14,"Green Healthy (Rock-Solid Stability)"
2024-04,ing010,"Wild Mushrooms",8.89,4.13,0.46,"Yellow Warning (Moderately Shifting)"
2024-04,ing011,"Truffle Oil",4.70,1.32,0.28,"Yellow Warning (Moderately Shifting)"
2024-04,ing012,Mozzarella,18.13,3.04,0.17,"Green Healthy (Rock-Solid Stability)"
2024-04,ing013,"Fresh Spinach",12.93,2.23,0.17,"Green Healthy (Rock-Solid Stability)"
2024-04,ing014,"Italian Sausage",8.82,1.39,0.16,"Green Healthy (Rock-Solid Stability)"
2024-04,ing015,"Roasted Garlic",14.11,2.45,0.17,"Green Healthy (Rock-Solid Stability)"
2024-04,ing016,"Red Onion",17.53,3.02,0.17,"Green Healthy (Rock-Solid Stability)"
2024-04,ing017,"Fresh Basil",8.25,1.09,0.13,"Green Healthy (Rock-Solid Stability)"
2024-04,ing018,"Smoked Salmon",-4.97,4.15,-0.84,"Red Alert (Wildly Volatile)"
2024-04,ing019,"Dill Cream Cheese",8.40,1.87,0.22,"Yellow Warning (Moderately Shifting)"
2024-04,ing020,Capers,8.40,1.05,0.13,"Green Healthy (Rock-Solid Stability)"
2024-04,ing021,Arugula,13.43,2.12,0.16,"Green Healthy (Rock-Solid Stability)"
2024-04,ing022,"BBQ Brisket",7.86,1.48,0.19,"Green Healthy (Rock-Solid Stability)"
2024-04,ing023,"Cheddar Cheese",11.67,2.17,0.19,"Green Healthy (Rock-Solid Stability)"
2024-04,ing024,"BBQ Sauce",13.45,1.71,0.13,"Green Healthy (Rock-Solid Stability)"
2024-04,ing025,"Tandoori Chicken",8.00,1.64,0.21,"Yellow Warning (Moderately Shifting)"
2024-04,ing026,"Mint Yogurt",10.24,1.59,0.16,"Green Healthy (Rock-Solid Stability)"
2024-04,ing027,"Green Chilli",6.59,1.61,0.24,"Yellow Warning (Moderately Shifting)"
2024-04,ing028,"Grilled Pineapple",9.33,1.72,0.18,"Green Healthy (Rock-Solid Stability)"
2024-04,ing029,"Pulled Pork",5.40,1.56,0.29,"Yellow Warning (Moderately Shifting)"
2024-04,ing030,"Truffle Fries",19.00,3.58,0.19,"Green Healthy (Rock-Solid Stability)"
2024-04,ing031,Parmesan,8.75,1.64,0.19,"Green Healthy (Rock-Solid Stability)"
2024-04,ing032,"Cauliflower Florets",15.17,2.27,0.15,"Green Healthy (Rock-Solid Stability)"
2024-04,ing033,"Buffalo Sauce",12.50,0.58,0.05,"Green Healthy (Rock-Solid Stability)"
2024-04,ing034,Ranch,8.96,0.2,0.02,"Green Healthy (Rock-Solid Stability)"
2024-04,ing035,"Garlic Knots",24.56,3.02,0.12,"Green Healthy (Rock-Solid Stability)"
2024-04,ing036,Kale,15.33,2.52,0.16,"Green Healthy (Rock-Solid Stability)"
2024-04,ing037,Spinach,13.93,2.75,0.2,"Yellow Warning (Moderately Shifting)"
2024-04,ing038,Avocado,11.70,1.54,0.13,"Green Healthy (Rock-Solid Stability)"
2024-04,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-04,ing040,"Caramel Filling",11.83,1.95,0.16,"Green Healthy (Rock-Solid Stability)"
2024-04,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-04,ing042,"Espresso Panna Base",9.76,1.82,0.19,"Green Healthy (Rock-Solid Stability)"
2024-04,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-04,ing044,"Berry Mix",16.28,2.31,0.14,"Green Healthy (Rock-Solid Stability)"
2024-04,ing045,"Oat Crumble",14.92,1.76,0.12,"Green Healthy (Rock-Solid Stability)"
2024-04,ing046,"Mango Sticky Rice Mix",15.86,2.92,0.18,"Green Healthy (Rock-Solid Stability)"
2024-04,ing047,"Cold Brew Coffee",45.04,10.42,0.23,"Yellow Warning (Moderately Shifting)"
2024-04,ing048,"Cold Brew Coffee 1.5L",27.88,8.17,0.29,"Yellow Warning (Moderately Shifting)"
2024-04,ing049,"Ginger Fizz 33cl",54.15,11.74,0.22,"Yellow Warning (Moderately Shifting)"
2024-04,ing050,"Ginger Fizz 1.5L",30.28,7.84,0.26,"Yellow Warning (Moderately Shifting)"
2024-04,ing051,"Lime Mint Sparkle 33cl",55.36,9.93,0.18,"Green Healthy (Rock-Solid Stability)"
2024-04,ing052,"Lime Mint Sparkle 1.5L",26.43,9.82,0.37,"Yellow Warning (Moderately Shifting)"
2024-04,ing053,"Berry Kombucha 33cl",51.86,12.5,0.24,"Yellow Warning (Moderately Shifting)"
2024-04,ing054,"Berry Kombucha 1.5L",30.93,8.58,0.28,"Yellow Warning (Moderately Shifting)"
2024-05,ing001,"Flatbread Dough (8-pack)",7.94,10.25,1.29,"Red Alert (Wildly Volatile)"
