snapshot_date,ing_id,ing_name,percentage_stock_remaining,reorder_flag
2024-03-22,ing018,"Smoked Salmon",-55.56,"Order In-Transit"
2024-03-22,ing019,"Dill Cream Cheese",78.57,OK
2024-03-22,ing020,Capers,72.73,OK
2024-03-22,ing021,Arugula,100.00,OK
2024-03-22,ing022,"BBQ Brisket",72.73,OK
2024-03-22,ing023,"Cheddar Cheese",87.50,OK
2024-03-22,ing024,"BBQ Sauce",77.78,OK
2024-03-22,ing025,"Tandoori Chicken",75.00,OK
2024-03-22,ing026,"Mint Yogurt",85.71,OK
2024-03-22,ing027,"Green Chilli",55.56,"Re-Order Required"
2024-03-22,ing028,"Grilled Pineapple",61.54,OK
2024-03-22,ing029,"Pulled Pork",60.00,"Order In-Transit"
2024-03-22,ing030,"Truffle Fries",69.23,OK
2024-03-22,ing031,Parmesan,70.00,OK
2024-03-22,ing036,Kale,65.00,OK
2024-03-22,ing037,Spinach,89.47,OK
2024-03-22,ing038,Avocado,100.00,OK
2024-03-22,ing039,"Mixed Seeds",88.24,OK
2024-03-22,ing040,"Caramel Filling",93.75,OK
2024-03-22,ing041,"Chocolate Syrup",94.44,OK
2024-03-22,ing042,"Espresso Panna Base",69.23,OK
2024-03-22,ing043,"Vanilla Syrup",100.00,OK
2024-03-22,ing044,"Berry Mix",59.09,"Order In-Transit"
2024-03-22,ing045,"Oat Crumble",72.22,OK
2024-03-22,ing046,"Mango Sticky Rice Mix",95.00,OK
2024-03-22,ing047,"Cold Brew Coffee",32.00,"Order In-Transit"
2024-03-22,ing048,"Cold Brew Coffee 1.5L",68.75,OK
2024-03-22,ing049,"Ginger Fizz 33cl",76.83,OK
2024-03-22,ing050,"Ginger Fizz 1.5L",58.18,"Re-Order Required"
2024-03-22,ing051,"Lime Mint Sparkle 33cl",83.75,OK
2024-03-22,ing052,"Lime Mint Sparkle 1.5L",70.37,OK
2024-03-22,ing053,"Berry Kombucha 33cl",80.77,OK
2024-03-22,ing054,"Berry Kombucha 1.5L",57.69,"Re-Order Required"
2024-03-23,ing001,"Flatbread Dough (8-pack)",2.63,"Order In-Transit"
2024-03-23,ing002,"Roasted Red Peppers",72.73,OK
2024-03-23,ing003,"Goat Cheese",86.67,OK
2024-03-23,ing004,"Black Olives",96.30,OK
2024-03-23,ing005,"Sun-Dried Tomatoes",83.33,OK
2024-03-23,ing006,"Spicy Chicken",66.67,OK
2024-03-23,ing007,Jalapenos,52.00,"Order In-Transit"
2024-03-23,ing008,"Smoked Gouda",78.57,OK
2024-03-23,ing009,"Chipotle Sauce",80.00,OK
2024-03-23,ing010,"Wild Mushrooms",50.00,"Order In-Transit"
2024-03-23,ing011,"Truffle Oil",37.50,"Order In-Transit"
2024-03-23,ing012,Mozzarella,70.83,OK
2024-03-23,ing013,"Fresh Spinach",58.82,"Order In-Transit"
2024-03-23,ing014,"Italian Sausage",53.85,"Re-Order Required"
2024-03-23,ing015,"Roasted Garlic",78.95,OK
2024-03-23,ing016,"Red Onion",42.31,"Order In-Transit"
2024-03-23,ing017,"Fresh Basil",60.00,"Order In-Transit"
2024-03-23,ing018,"Smoked Salmon",-88.89,"Order In-Transit"
2024-03-23,ing019,"Dill Cream Cheese",71.43,OK
2024-03-23,ing020,Capers,72.73,OK
2024-03-23,ing021,Arugula,100.00,OK
2024-03-23,ing022,"BBQ Brisket",63.64,OK
2024-03-23,ing023,"Cheddar Cheese",87.50,OK
2024-03-23,ing024,"BBQ Sauce",77.78,OK
2024-03-23,ing025,"Tandoori Chicken",66.67,OK
2024-03-23,ing026,"Mint Yogurt",78.57,OK
2024-03-23,ing027,"Green Chilli",44.44,"Order In-Transit"
2024-03-23,ing028,"Grilled Pineapple",100.00,OK
2024-03-23,ing029,"Pulled Pork",90.00,OK
2024-03-23,ing030,"Truffle Fries",69.23,OK
2024-03-23,ing031,Parmesan,70.00,OK
2024-03-23,ing032,"Cauliflower Florets",95.45,OK
2024-03-23,ing033,"Buffalo Sauce",86.67,OK
2024-03-23,ing034,Ranch,64.29,OK
2024-03-23,ing035,"Garlic Knots",96.97,OK
2024-03-23,ing040,"Caramel Filling",93.75,OK
2024-03-23,ing041,"Chocolate Syrup",94.44,OK
2024-03-23,ing042,"Espresso Panna Base",69.23,OK
2024-03-23,ing043,"Vanilla Syrup",100.00,OK
2024-03-23,ing044,"Berry Mix",100.00,OK
2024-03-23,ing045,"Oat Crumble",72.22,OK
2024-03-23,ing046,"Mango Sticky Rice Mix",95.00,OK
2024-03-23,ing047,"Cold Brew Coffee",62.67,OK
2024-03-23,ing049,"Ginger Fizz 33cl",74.39,OK
2024-03-23,ing051,"Lime Mint Sparkle 33cl",78.75,OK
2024-03-23,ing052,"Lime Mint Sparkle 1.5L",53.70,"Re-Order Required"
2024-03-24,ing001,"Flatbread Dough (8-pack)",-7.89,"Order In-Transit"
2024-03-24,ing002,"Roasted Red Peppers",72.73,OK
2024-03-24,ing003,"Goat Cheese",86.67,OK
2024-03-24,ing004,"Black Olives",96.30,OK
2024-03-24,ing005,"Sun-Dried Tomatoes",83.33,OK
2024-03-24,ing006,"Spicy Chicken",58.33,"Re-Order Required"
2024-03-24,ing007,Jalapenos,48.00,"Order In-Transit"
2024-03-24,ing008,"Smoked Gouda",71.43,OK
2024-03-24,ing009,"Chipotle Sauce",80.00,OK
2024-03-24,ing010,"Wild Mushrooms",83.33,OK
2024-03-24,ing011,"Truffle Oil",62.50,OK
2024-03-24,ing012,Mozzarella,66.67,OK
2024-03-24,ing013,"Fresh Spinach",52.94,"Order In-Transit"
2024-03-24,ing014,"Italian Sausage",46.15,"Order In-Transit"
2024-03-24,ing015,"Roasted Garlic",78.95,OK
2024-03-24,ing016,"Red Onion",76.92,OK
2024-03-24,ing017,"Fresh Basil",100.00,OK
2024-03-24,ing018,"Smoked Salmon",11.11,"Re-Order Required"
2024-03-24,ing019,"Dill Cream Cheese",64.29,OK
2024-03-24,ing020,Capers,72.73,OK
2024-03-24,ing021,Arugula,100.00,OK
2024-03-24,ing022,"BBQ Brisket",36.36,"Order In-Transit"
2024-03-24,ing023,"Cheddar Cheese",75.00,OK
2024-03-24,ing024,"BBQ Sauce",72.22,OK
2024-03-24,ing025,"Tandoori Chicken",50.00,"Re-Order Required"
2024-03-24,ing026,"Mint Yogurt",71.43,OK
2024-03-24,ing027,"Green Chilli",33.33,"Order In-Transit"
2024-03-24,ing028,"Grilled Pineapple",100.00,OK
2024-03-24,ing029,"Pulled Pork",90.00,OK
2024-03-24,ing030,"Truffle Fries",65.38,OK
2024-03-24,ing031,Parmesan,70.00,OK
2024-03-24,ing032,"Cauliflower Florets",90.91,OK
2024-03-24,ing033,"Buffalo Sauce",86.67,OK
2024-03-24,ing034,Ranch,64.29,OK
2024-03-24,ing035,"Garlic Knots",93.94,OK
2024-03-24,ing036,Kale,65.00,OK
2024-03-24,ing037,Spinach,84.21,OK
2024-03-24,ing038,Avocado,100.00,OK
2024-03-24,ing039,"Mixed Seeds",88.24,OK
2024-03-24,ing040,"Caramel Filling",93.75,OK
2024-03-24,ing041,"Chocolate Syrup",94.44,OK
2024-03-24,ing044,"Berry Mix",95.45,OK
2024-03-24,ing045,"Oat Crumble",66.67,OK
2024-03-24,ing046,"Mango Sticky Rice Mix",95.00,OK
2024-03-24,ing048,"Cold Brew Coffee 1.5L",43.75,"Re-Order Required"
2024-03-24,ing049,"Ginger Fizz 33cl",73.17,OK
2024-03-24,ing050,"Ginger Fizz 1.5L",49.09,"Order In-Transit"
2024-03-24,ing052,"Lime Mint Sparkle 1.5L",44.44,"Order In-Transit"
2024-03-24,ing053,"Berry Kombucha 33cl",69.23,OK
2024-03-24,ing054,"Berry Kombucha 1.5L",55.77,"Order In-Transit"
2024-03-25,ing001,"Flatbread Dough (8-pack)",-23.68,"Order In-Transit"
2024-03-25,ing002,"Roasted Red Peppers",72.73,OK
2024-03-25,ing003,"Goat Cheese",86.67,OK
2024-03-25,ing004,"Black Olives",96.30,OK
2024-03-25,ing005,"Sun-Dried Tomatoes",83.33,OK
2024-03-25,ing006,"Spicy Chicken",50.00,"Order In-Transit"
2024-03-25,ing007,Jalapenos,84.00,OK
2024-03-25,ing008,"Smoked Gouda",64.29,OK
2024-03-25,ing009,"Chipotle Sauce",75.00,OK
2024-03-25,ing010,"Wild Mushrooms",72.22,OK
2024-03-25,ing011,"Truffle Oil",37.50,"Order In-Transit"
2024-03-25,ing012,Mozzarella,62.50,OK
2024-03-25,ing013,"Fresh Spinach",88.24,OK
2024-03-25,ing014,"Italian Sausage",84.62,OK
2024-03-25,ing015,"Roasted Garlic",78.95,OK
2024-03-25,ing016,"Red Onion",69.23,OK
2024-03-25,ing017,"Fresh Basil",100.00,OK
2024-03-25,ing018,"Smoked Salmon",-33.33,"Order In-Transit"
2024-03-25,ing019,"Dill Cream Cheese",50.00,"Re-Order Required"
2024-03-25,ing020,Capers,63.64,OK
2024-03-25,ing021,Arugula,94.12,OK
2024-03-25,ing022,"BBQ Brisket",63.64,OK
2024-03-25,ing023,"Cheddar Cheese",68.75,OK
2024-03-25,ing024,"BBQ Sauce",66.67,OK
2024-03-25,ing025,"Tandoori Chicken",41.67,"Order In-Transit"
2024-03-25,ing026,"Mint Yogurt",64.29,OK
2024-03-25,ing027,"Green Chilli",77.78,OK
2024-03-25,ing028,"Grilled Pineapple",92.31,OK
2024-03-25,ing029,"Pulled Pork",80.00,OK
2024-03-25,ing030,"Truffle Fries",65.38,OK
2024-03-25,ing031,Parmesan,70.00,OK
2024-03-25,ing035,"Garlic Knots",93.94,OK
2024-03-25,ing036,Kale,60.00,"Re-Order Required"
2024-03-25,ing037,Spinach,78.95,OK
2024-03-25,ing038,Avocado,100.00,OK
2024-03-25,ing039,"Mixed Seeds",88.24,OK
2024-03-25,ing040,"Caramel Filling",93.75,OK
2024-03-25,ing041,"Chocolate Syrup",94.44,OK
2024-03-25,ing042,"Espresso Panna Base",61.54,OK
2024-03-25,ing043,"Vanilla Syrup",100.00,OK
2024-03-25,ing044,"Berry Mix",95.45,OK
2024-03-25,ing045,"Oat Crumble",66.67,OK
2024-03-25,ing046,"Mango Sticky Rice Mix",90.00,OK
2024-03-25,ing048,"Cold Brew Coffee 1.5L",31.25,"Order In-Transit"
2024-03-25,ing049,"Ginger Fizz 33cl",68.29,OK
2024-03-25,ing051,"Lime Mint Sparkle 33cl",73.75,OK
2024-03-25,ing052,"Lime Mint Sparkle 1.5L",37.04,"Order In-Transit"
2024-03-25,ing053,"Berry Kombucha 33cl",66.67,OK
2024-03-25,ing054,"Berry Kombucha 1.5L",94.23,OK
2024-03-26,ing001,"Flatbread Dough (8-pack)",-44.74,"Order In-Transit"
2024-03-26,ing002,"Roasted Red Peppers",68.18,OK
2024-03-26,ing003,"Goat Cheese",73.33,OK
2024-03-26,ing004,"Black Olives",92.59,OK
2024-03-26,ing005,"Sun-Dried Tomatoes",77.78,OK
2024-03-26,ing006,"Spicy Chicken",83.33,OK
2024-03-26,ing007,Jalapenos,76.00,OK
2024-03-26,ing008,"Smoked Gouda",57.14,"Re-Order Required"
2024-03-26,ing009,"Chipotle Sauce",70.00,OK
2024-03-26,ing011,"Truffle Oil",62.50,OK
2024-03-26,ing012,Mozzarella,62.50,OK
2024-03-26,ing014,"Italian Sausage",69.23,OK
2024-03-26,ing015,"Roasted Garlic",73.68,OK
2024-03-26,ing016,"Red Onion",61.54,OK
2024-03-26,ing017,"Fresh Basil",100.00,OK
2024-03-26,ing018,"Smoked Salmon",-66.67,"Order In-Transit"
2024-03-26,ing019,"Dill Cream Cheese",42.86,"Order In-Transit"
2024-03-26,ing020,Capers,63.64,OK
2024-03-26,ing021,Arugula,94.12,OK
2024-03-26,ing022,"BBQ Brisket",45.45,"Order In-Transit"
2024-03-26,ing023,"Cheddar Cheese",56.25,"Re-Order Required"
2024-03-26,ing024,"BBQ Sauce",61.11,OK
2024-03-26,ing025,"Tandoori Chicken",83.33,OK
2024-03-26,ing026,"Mint Yogurt",57.14,"Re-Order Required"
2024-03-26,ing027,"Green Chilli",66.67,OK
2024-03-26,ing028,"Grilled Pineapple",92.31,OK
2024-03-26,ing029,"Pulled Pork",70.00,OK
2024-03-26,ing030,"Truffle Fries",57.69,"Re-Order Required"
2024-03-26,ing031,Parmesan,70.00,OK
2024-03-26,ing035,"Garlic Knots",84.85,OK
2024-03-26,ing040,"Caramel Filling",87.50,OK
2024-03-26,ing041,"Chocolate Syrup",94.44,OK
2024-03-26,ing042,"Espresso Panna Base",61.54,OK
2024-03-26,ing043,"Vanilla Syrup",100.00,OK
2024-03-26,ing044,"Berry Mix",90.91,OK
2024-03-26,ing045,"Oat Crumble",61.11,OK
2024-03-26,ing046,"Mango Sticky Rice Mix",90.00,OK
2024-03-26,ing047,"Cold Brew Coffee",54.67,"Re-Order Required"
2024-03-26,ing049,"Ginger Fizz 33cl",65.85,OK
2024-03-26,ing050,"Ginger Fizz 1.5L",87.27,OK
2024-03-26,ing051,"Lime Mint Sparkle 33cl",70.00,OK
2024-03-26,ing052,"Lime Mint Sparkle 1.5L",75.93,OK
2024-03-26,ing053,"Berry Kombucha 33cl",65.38,OK
2024-03-26,ing054,"Berry Kombucha 1.5L",80.77,OK
2024-03-27,ing001,"Flatbread Dough (8-pack)",23.68,"Re-Order Required"
2024-03-27,ing002,"Roasted Red Peppers",68.18,OK
2024-03-27,ing003,"Goat Cheese",73.33,OK
2024-03-27,ing004,"Black Olives",92.59,OK
2024-03-27,ing005,"Sun-Dried Tomatoes",77.78,OK
2024-03-27,ing006,"Spicy Chicken",75.00,OK
2024-03-27,ing007,Jalapenos,72.00,OK
2024-03-27,ing008,"Smoked Gouda",50.00,"Order In-Transit"
2024-03-27,ing009,"Chipotle Sauce",70.00,OK
2024-03-27,ing010,"Wild Mushrooms",66.67,OK
2024-03-27,ing011,"Truffle Oil",50.00,"Order In-Transit"
2024-03-27,ing012,Mozzarella,58.33,"Re-Order Required"
2024-03-27,ing013,"Fresh Spinach",82.35,OK
2024-03-27,ing014,"Italian Sausage",61.54,OK
2024-03-27,ing015,"Roasted Garlic",73.68,OK
2024-03-27,ing016,"Red Onion",57.69,"Order In-Transit"
2024-03-27,ing017,"Fresh Basil",100.00,OK
2024-03-27,ing018,"Smoked Salmon",-77.78,"Order In-Transit"
2024-03-27,ing019,"Dill Cream Cheese",42.86,"Order In-Transit"
2024-03-27,ing020,Capers,63.64,OK
2024-03-27,ing021,Arugula,94.12,OK
2024-03-27,ing022,"BBQ Brisket",72.73,OK
2024-03-27,ing023,"Cheddar Cheese",50.00,"Order In-Transit"
2024-03-27,ing024,"BBQ Sauce",61.11,OK
2024-03-27,ing025,"Tandoori Chicken",83.33,OK
2024-03-27,ing026,"Mint Yogurt",57.14,"Order In-Transit"
2024-03-27,ing027,"Green Chilli",66.67,OK
2024-03-27,ing028,"Grilled Pineapple",84.62,OK
2024-03-27,ing029,"Pulled Pork",60.00,"Re-Order Required"
2024-03-27,ing030,"Truffle Fries",53.85,"Order In-Transit"
2024-03-27,ing031,Parmesan,70.00,OK
2024-03-27,ing032,"Cauliflower Florets",86.36,OK
2024-03-27,ing033,"Buffalo Sauce",86.67,OK
2024-03-27,ing034,Ranch,64.29,OK
2024-03-27,ing036,Kale,55.00,"Order In-Transit"
2024-03-27,ing037,Spinach,68.42,OK
2024-03-27,ing038,Avocado,93.33,OK
2024-03-27,ing039,"Mixed Seeds",88.24,OK
2024-03-27,ing040,"Caramel Filling",81.25,OK
2024-03-27,ing041,"Chocolate Syrup",94.44,OK
2024-03-27,ing046,"Mango Sticky Rice Mix",90.00,OK
2024-03-27,ing047,"Cold Brew Coffee",45.33,"Order In-Transit"
2024-03-27,ing048,"Cold Brew Coffee 1.5L",70.83,OK
2024-03-27,ing049,"Ginger Fizz 33cl",60.98,OK
2024-03-27,ing050,"Ginger Fizz 1.5L",85.45,OK
2024-03-27,ing051,"Lime Mint Sparkle 33cl",60.00,"Re-Order Required"
2024-03-27,ing052,"Lime Mint Sparkle 1.5L",68.52,OK
2024-03-27,ing053,"Berry Kombucha 33cl",64.10,OK
2024-03-27,ing054,"Berry Kombucha 1.5L",76.92,OK
2024-03-28,ing001,"Flatbread Dough (8-pack)",10.53,"Order In-Transit"
2024-03-28,ing002,"Roasted Red Peppers",63.64,OK
2024-03-28,ing003,"Goat Cheese",66.67,OK
2024-03-28,ing004,"Black Olives",88.89,OK
2024-03-28,ing005,"Sun-Dried Tomatoes",72.22,OK
2024-03-28,ing006,"Spicy Chicken",66.67,OK
2024-03-28,ing007,Jalapenos,68.00,OK
2024-03-28,ing008,"Smoked Gouda",42.86,"Order In-Transit"
2024-03-28,ing009,"Chipotle Sauce",70.00,OK
2024-03-28,ing010,"Wild Mushrooms",61.11,OK
2024-03-28,ing011,"Truffle Oil",75.00,OK
2024-03-28,ing012,Mozzarella,58.33,"Order In-Transit"
2024-03-28,ing013,"Fresh Spinach",82.35,OK
2024-03-28,ing014,"Italian Sausage",61.54,OK
2024-03-28,ing015,"Roasted Garlic",73.68,OK
2024-03-28,ing016,"Red Onion",53.85,"Order In-Transit"
2024-03-28,ing017,"Fresh Basil",100.00,OK
2024-03-28,ing018,"Smoked Salmon",-55.56,"Re-Order Required"
2024-03-28,ing019,"Dill Cream Cheese",78.57,OK
2024-03-28,ing020,Capers,54.55,"Order In-Transit"
2024-03-28,ing021,Arugula,88.24,OK
2024-03-28,ing022,"BBQ Brisket",63.64,OK
2024-03-28,ing023,"Cheddar Cheese",43.75,"Order In-Transit"
2024-03-28,ing024,"BBQ Sauce",55.56,"Order In-Transit"
2024-03-28,ing025,"Tandoori Chicken",83.33,OK
2024-03-28,ing026,"Mint Yogurt",57.14,"Order In-Transit"
2024-03-28,ing027,"Green Chilli",66.67,OK
2024-03-28,ing028,"Grilled Pineapple",76.92,OK
2024-03-28,ing029,"Pulled Pork",50.00,"Order In-Transit"
2024-03-28,ing030,"Truffle Fries",50.00,"Order In-Transit"
2024-03-28,ing031,Parmesan,70.00,OK
2024-03-28,ing032,"Cauliflower Florets",81.82,OK
2024-03-28,ing033,"Buffalo Sauce",86.67,OK
2024-03-28,ing034,Ranch,64.29,OK
2024-03-28,ing035,"Garlic Knots",84.85,OK
2024-03-28,ing036,Kale,95.00,OK
2024-03-28,ing037,Spinach,63.16,OK
2024-03-28,ing038,Avocado,93.33,OK
2024-03-28,ing039,"Mixed Seeds",88.24,OK
2024-03-28,ing040,"Caramel Filling",81.25,OK
2024-03-28,ing041,"Chocolate Syrup",94.44,OK
2024-03-28,ing044,"Berry Mix",90.91,OK
2024-03-28,ing045,"Oat Crumble",100.00,OK
2024-03-28,ing046,"Mango Sticky Rice Mix",85.00,OK
2024-03-28,ing047,"Cold Brew Coffee",42.67,"Order In-Transit"
2024-03-28,ing048,"Cold Brew Coffee 1.5L",64.58,OK
2024-03-28,ing049,"Ginger Fizz 33cl",59.76,"Re-Order Required"
2024-03-28,ing050,"Ginger Fizz 1.5L",74.55,OK
2024-03-28,ing052,"Lime Mint Sparkle 1.5L",50.00,"Re-Order Required"
2024-03-28,ing053,"Berry Kombucha 33cl",55.13,"Re-Order Required"
2024-03-29,ing001,"Flatbread Dough (8-pack)",71.05,OK
2024-03-29,ing006,"Spicy Chicken",58.33,"Re-Order Required"
2024-03-29,ing007,Jalapenos,60.00,"Re-Order Required"
2024-03-29,ing008,"Smoked Gouda",78.57,OK
2024-03-29,ing009,"Chipotle Sauce",65.00,OK
2024-03-29,ing010,"Wild Mushrooms",55.56,"Order In-Transit"
2024-03-29,ing011,"Truffle Oil",50.00,"Re-Order Required"
2024-03-29,ing012,Mozzarella,54.17,"Order In-Transit"
2024-03-29,ing013,"Fresh Spinach",76.47,OK
2024-03-29,ing014,"Italian Sausage",92.31,OK
2024-03-29,ing015,"Roasted Garlic",68.42,OK
2024-03-29,ing016,"Red Onion",50.00,"Order In-Transit"
2024-03-29,ing017,"Fresh Basil",100.00,OK
2024-03-29,ing018,"Smoked Salmon",-77.78,"Order In-Transit"
2024-03-29,ing019,"Dill Cream Cheese",71.43,OK
2024-03-29,ing020,Capers,90.91,OK
2024-03-29,ing021,Arugula,88.24,OK
2024-03-29,ing022,"BBQ Brisket",45.45,"Order In-Transit"
2024-03-29,ing023,"Cheddar Cheese",81.25,OK
2024-03-29,ing024,"BBQ Sauce",88.89,OK
2024-03-29,ing025,"Tandoori Chicken",83.33,OK
2024-03-29,ing026,"Mint Yogurt",100.00,OK
2024-03-29,ing027,"Green Chilli",66.67,OK
2024-03-29,ing028,"Grilled Pineapple",69.23,OK
2024-03-29,ing029,"Pulled Pork",30.00,"Order In-Transit"
2024-03-29,ing030,"Truffle Fries",42.31,"Order In-Transit"
2024-03-29,ing031,Parmesan,70.00,OK
2024-03-29,ing036,Kale,95.00,OK
2024-03-29,ing037,Spinach,57.89,"Re-Order Required"
2024-03-29,ing038,Avocado,93.33,OK
2024-03-29,ing039,"Mixed Seeds",88.24,OK
2024-03-29,ing040,"Caramel Filling",81.25,OK
2024-03-29,ing041,"Chocolate Syrup",94.44,OK
2024-03-29,ing042,"Espresso Panna Base",100.00,OK
2024-03-29,ing043,"Vanilla Syrup",100.00,OK
2024-03-29,ing044,"Berry Mix",90.91,OK
2024-03-29,ing045,"Oat Crumble",100.00,OK
2024-03-29,ing046,"Mango Sticky Rice Mix",85.00,OK
2024-03-29,ing047,"Cold Brew Coffee",81.33,OK
2024-03-29,ing048,"Cold Brew Coffee 1.5L",54.17,"Re-Order Required"
2024-03-29,ing050,"Ginger Fizz 1.5L",63.64,OK
2024-03-29,ing051,"Lime Mint Sparkle 33cl",91.25,OK
2024-03-29,ing052,"Lime Mint Sparkle 1.5L",31.48,"Order In-Transit"
2024-03-29,ing054,"Berry Kombucha 1.5L",67.31,OK
2024-03-30,ing001,"Flatbread Dough (8-pack)",52.63,"Re-Order Required"
2024-03-30,ing002,"Roasted Red Peppers",59.09,"Re-Order Required"
2024-03-30,ing003,"Goat Cheese",53.33,"Re-Order Required"
2024-03-30,ing004,"Black Olives",85.19,OK
2024-03-30,ing005,"Sun-Dried Tomatoes",66.67,OK
2024-03-30,ing006,"Spicy Chicken",50.00,"Order In-Transit"
2024-03-30,ing007,Jalapenos,52.00,"Order In-Transit"
2024-03-30,ing008,"Smoked Gouda",71.43,OK
2024-03-30,ing009,"Chipotle Sauce",65.00,OK
2024-03-30,ing010,"Wild Mushrooms",50.00,"Order In-Transit"
2024-03-30,ing011,"Truffle Oil",37.50,"Order In-Transit"
2024-03-30,ing012,Mozzarella,91.67,OK
2024-03-30,ing013,"Fresh Spinach",76.47,OK
2024-03-30,ing014,"Italian Sausage",76.92,OK
2024-03-30,ing015,"Roasted Garlic",63.16,OK
2024-03-30,ing016,"Red Onion",80.77,OK
2024-03-30,ing017,"Fresh Basil",100.00,OK
2024-03-30,ing018,"Smoked Salmon",-88.89,"Order In-Transit"
2024-03-30,ing019,"Dill Cream Cheese",71.43,OK
2024-03-30,ing020,Capers,90.91,OK
2024-03-30,ing021,Arugula,88.24,OK
2024-03-30,ing022,"BBQ Brisket",63.64,OK
2024-03-30,ing023,"Cheddar Cheese",68.75,OK
2024-03-30,ing024,"BBQ Sauce",83.33,OK
2024-03-30,ing025,"Tandoori Chicken",75.00,OK
2024-03-30,ing026,"Mint Yogurt",100.00,OK
2024-03-30,ing027,"Green Chilli",66.67,OK
2024-03-30,ing028,"Grilled Pineapple",53.85,"Re-Order Required"
2024-03-30,ing029,"Pulled Pork",40.00,"Re-Order Required"
2024-03-30,ing030,"Truffle Fries",42.31,"Order In-Transit"
2024-03-30,ing031,Parmesan,70.00,OK
2024-03-30,ing032,"Cauliflower Florets",81.82,OK
2024-03-30,ing033,"Buffalo Sauce",86.67,OK
2024-03-30,ing034,Ranch,64.29,OK
2024-03-30,ing035,"Garlic Knots",84.85,OK
2024-03-30,ing036,Kale,95.00,OK
2024-03-30,ing037,Spinach,52.63,"Order In-Transit"
2024-03-30,ing038,Avocado,93.33,OK
2024-03-30,ing039,"Mixed Seeds",88.24,OK
2024-03-30,ing040,"Caramel Filling",81.25,OK
2024-03-30,ing041,"Chocolate Syrup",94.44,OK
2024-03-30,ing042,"Espresso Panna Base",100.00,OK
2024-03-30,ing043,"Vanilla Syrup",100.00,OK
2024-03-30,ing044,"Berry Mix",90.91,OK
2024-03-30,ing045,"Oat Crumble",100.00,OK
2024-03-30,ing046,"Mango Sticky Rice Mix",85.00,OK
2024-03-30,ing047,"Cold Brew Coffee",78.67,OK
2024-03-30,ing048,"Cold Brew Coffee 1.5L",41.67,"Order In-Transit"
2024-03-30,ing049,"Ginger Fizz 33cl",53.66,"Order In-Transit"
2024-03-30,ing051,"Lime Mint Sparkle 33cl",87.50,OK
2024-03-30,ing052,"Lime Mint Sparkle 1.5L",29.63,"Order In-Transit"
2024-03-30,ing053,"Berry Kombucha 33cl",42.31,"Order In-Transit"
2024-03-30,ing054,"Berry Kombucha 1.5L",59.62,"Re-Order Required"
2024-03-31,ing001,"Flatbread Dough (8-pack)",36.84,"Order In-Transit"
2024-03-31,ing002,"Roasted Red Peppers",59.09,"Order In-Transit"
2024-03-31,ing003,"Goat Cheese",46.67,"Order In-Transit"
2024-03-31,ing004,"Black Olives",85.19,OK
2024-03-31,ing005,"Sun-Dried Tomatoes",66.67,OK
2024-03-31,ing006,"Spicy Chicken",83.33,OK
2024-03-31,ing007,Jalapenos,48.00,"Order In-Transit"
2024-03-31,ing008,"Smoked Gouda",64.29,OK
2024-03-31,ing009,"Chipotle Sauce",65.00,OK
2024-03-31,ing010,"Wild Mushrooms",38.89,"Order In-Transit"
2024-03-31,ing011,"Truffle Oil",62.50,OK
2024-03-31,ing012,Mozzarella,91.67,OK
2024-03-31,ing013,"Fresh Spinach",70.59,OK
2024-03-31,ing014,"Italian Sausage",69.23,OK
2024-03-31,ing015,"Roasted Garlic",57.89,"Re-Order Required"
2024-03-31,ing016,"Red Onion",76.92,OK
2024-03-31,ing017,"Fresh Basil",100.00,OK
2024-03-31,ing018,"Smoked Salmon",-111.11,"Order In-Transit"
2024-03-31,ing019,"Dill Cream Cheese",64.29,OK
2024-03-31,ing020,Capers,90.91,OK
2024-03-31,ing021,Arugula,88.24,OK
2024-03-31,ing022,"BBQ Brisket",54.55,"Order In-Transit"
2024-03-31,ing023,"Cheddar Cheese",62.50,OK
2024-03-31,ing024,"BBQ Sauce",83.33,OK
2024-03-31,ing025,"Tandoori Chicken",66.67,OK
2024-03-31,ing026,"Mint Yogurt",92.86,OK
2024-03-31,ing027,"Green Chilli",66.67,OK
2024-03-31,ing030,"Truffle Fries",80.77,OK
2024-03-31,ing031,Parmesan,70.00,OK
2024-03-31,ing035,"Garlic Knots",81.82,OK
2024-03-31,ing040,"Caramel Filling",81.25,OK
2024-03-31,ing041,"Chocolate Syrup",94.44,OK
2024-03-31,ing044,"Berry Mix",90.91,OK
2024-03-31,ing045,"Oat Crumble",100.00,OK
2024-03-31,ing046,"Mango Sticky Rice Mix",80.00,OK
2024-03-31,ing047,"Cold Brew Coffee",64.00,OK
2024-03-31,ing048,"Cold Brew Coffee 1.5L",35.42,"Order In-Transit"
2024-03-31,ing050,"Ginger Fizz 1.5L",50.91,"Re-Order Required"
2024-03-31,ing051,"Lime Mint Sparkle 33cl",70.00,OK
2024-03-31,ing052,"Lime Mint Sparkle 1.5L",70.37,OK
2024-03-31,ing053,"Berry Kombucha 33cl",78.21,OK
2024-03-31,ing054,"Berry Kombucha 1.5L",51.92,"Order In-Transit"
2024-04-01,ing001,"Flatbread Dough (8-pack)",73.68,OK
2024-04-01,ing002,"Roasted Red Peppers",59.09,"Order In-Transit"
2024-04-01,ing003,"Goat Cheese",86.67,OK
2024-04-01,ing004,"Black Olives",85.19,OK
